Installing dependencies from requirements.txt...
Loading dataset: tatsu-lab/alpaca
Total samples loaded: 52002
Dropped 28 samples with empty output fields.
Train dataset size:      46776
Validation dataset size: 5198
Output directory: /work/gvx508/llmProject/checkpoints/sft-lora-Llama-3.2-3B-alpaca-r32-a64-d0.05-lr1.0e-04-wd0.01
Train dataset size:      46776
Validation dataset size: 5198
Max sequence length: 131072
{'eval_loss': '2.353', 'eval_runtime': '162.5', 'eval_samples_per_second': '31.99', 'eval_steps_per_second': '8', 'eval_entropy': '2.408', 'eval_num_tokens': '0', 'eval_mean_token_accuracy': '0.4913', 'epoch': 0}
{'loss': '2.289', 'grad_norm': '1.972', 'learning_rate': '0', 'entropy': '2.335', 'num_tokens': '3703', 'mean_token_accuracy': '0.4958', 'epoch': '0.0006841'}
{'loss': '1.025', 'grad_norm': '0.359', 'learning_rate': '9.408e-05', 'entropy': '1.014', 'num_tokens': '1.999e+06', 'mean_token_accuracy': '0.7338', 'epoch': '0.4105'}
{'eval_loss': '1.037', 'eval_runtime': '159.1', 'eval_samples_per_second': '32.67', 'eval_steps_per_second': '8.17', 'eval_entropy': '1.04', 'eval_num_tokens': '1.999e+06', 'eval_mean_token_accuracy': '0.7275', 'epoch': '0.4105'}
{'loss': '1.091', 'grad_norm': '0.3526', 'learning_rate': '9.372e-05', 'entropy': '1.081', 'num_tokens': '2.017e+06', 'mean_token_accuracy': '0.7135', 'epoch': '0.4139'}
{'loss': '1.055', 'grad_norm': '0.364', 'learning_rate': '9.334e-05', 'entropy': '1.075', 'num_tokens': '2.034e+06', 'mean_token_accuracy': '0.7252', 'epoch': '0.4173'}
{'loss': '1.01', 'grad_norm': '0.3921', 'learning_rate': '9.295e-05', 'entropy': '1.002', 'num_tokens': '2.05e+06', 'mean_token_accuracy': '0.7355', 'epoch': '0.4207'}
{'loss': '1.058', 'grad_norm': '0.4312', 'learning_rate': '9.255e-05', 'entropy': '1.045', 'num_tokens': '2.066e+06', 'mean_token_accuracy': '0.7262', 'epoch': '0.4241'}
{'loss': '1.05', 'grad_norm': '0.3505', 'learning_rate': '9.215e-05', 'entropy': '1.038', 'num_tokens': '2.082e+06', 'mean_token_accuracy': '0.7289', 'epoch': '0.4276'}
{'loss': '1.089', 'grad_norm': '0.3473', 'learning_rate': '9.173e-05', 'entropy': '1.101', 'num_tokens': '2.1e+06', 'mean_token_accuracy': '0.7183', 'epoch': '0.431'}
{'loss': '1.021', 'grad_norm': '0.4079', 'learning_rate': '9.13e-05', 'entropy': '1.032', 'num_tokens': '2.116e+06', 'mean_token_accuracy': '0.7326', 'epoch': '0.4344'}
{'loss': '1.069', 'grad_norm': '0.3517', 'learning_rate': '9.086e-05', 'entropy': '1.03', 'num_tokens': '2.133e+06', 'mean_token_accuracy': '0.7275', 'epoch': '0.4378'}
{'loss': '1.108', 'grad_norm': '0.3385', 'learning_rate': '9.041e-05', 'entropy': '1.093', 'num_tokens': '2.15e+06', 'mean_token_accuracy': '0.7163', 'epoch': '0.4413'}
{'loss': '1.072', 'grad_norm': '0.3417', 'learning_rate': '8.996e-05', 'entropy': '1.076', 'num_tokens': '2.167e+06', 'mean_token_accuracy': '0.7241', 'epoch': '0.4447'}
{'eval_loss': '1.034', 'eval_runtime': '159.2', 'eval_samples_per_second': '32.66', 'eval_steps_per_second': '8.167', 'eval_entropy': '1.072', 'eval_num_tokens': '2.167e+06', 'eval_mean_token_accuracy': '0.7284', 'epoch': '0.4447'}
{'loss': '1.064', 'grad_norm': '0.3466', 'learning_rate': '8.949e-05', 'entropy': '1.067', 'num_tokens': '2.184e+06', 'mean_token_accuracy': '0.7199', 'epoch': '0.4481'}
{'loss': '1.051', 'grad_norm': '0.3451', 'learning_rate': '8.902e-05', 'entropy': '1.024', 'num_tokens': '2.2e+06', 'mean_token_accuracy': '0.7297', 'epoch': '0.4515'}
{'loss': '1.073', 'grad_norm': '0.3488', 'learning_rate': '8.853e-05', 'entropy': '1.05', 'num_tokens': '2.216e+06', 'mean_token_accuracy': '0.7247', 'epoch': '0.4549'}
{'loss': '1.089', 'grad_norm': '0.367', 'learning_rate': '8.804e-05', 'entropy': '1.101', 'num_tokens': '2.233e+06', 'mean_token_accuracy': '0.7204', 'epoch': '0.4584'}
{'loss': '1.052', 'grad_norm': '0.3231', 'learning_rate': '8.753e-05', 'entropy': '1.041', 'num_tokens': '2.249e+06', 'mean_token_accuracy': '0.7285', 'epoch': '0.4618'}
{'loss': '1.033', 'grad_norm': '0.3327', 'learning_rate': '8.702e-05', 'entropy': '1.022', 'num_tokens': '2.265e+06', 'mean_token_accuracy': '0.738', 'epoch': '0.4652'}
{'loss': '1.082', 'grad_norm': '0.3957', 'learning_rate': '8.65e-05', 'entropy': '1.057', 'num_tokens': '2.283e+06', 'mean_token_accuracy': '0.7253', 'epoch': '0.4686'}
{'loss': '1.026', 'grad_norm': '0.341', 'learning_rate': '8.597e-05', 'entropy': '1.026', 'num_tokens': '2.299e+06', 'mean_token_accuracy': '0.7339', 'epoch': '0.472'}
{'loss': '1.092', 'grad_norm': '0.3218', 'learning_rate': '8.544e-05', 'entropy': '1.082', 'num_tokens': '2.317e+06', 'mean_token_accuracy': '0.7213', 'epoch': '0.4755'}
{'loss': '1.037', 'grad_norm': '0.3272', 'learning_rate': '8.489e-05', 'entropy': '1.034', 'num_tokens': '2.334e+06', 'mean_token_accuracy': '0.732', 'epoch': '0.4789'}
{'eval_loss': '1.032', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.72', 'eval_steps_per_second': '8.184', 'eval_entropy': '1.036', 'eval_num_tokens': '2.334e+06', 'eval_mean_token_accuracy': '0.7286', 'epoch': '0.4789'}
{'loss': '1.031', 'grad_norm': '0.3573', 'learning_rate': '8.434e-05', 'entropy': '1.014', 'num_tokens': '2.35e+06', 'mean_token_accuracy': '0.7347', 'epoch': '0.4823'}
{'loss': '1.102', 'grad_norm': '0.3613', 'learning_rate': '8.377e-05', 'entropy': '1.079', 'num_tokens': '2.366e+06', 'mean_token_accuracy': '0.7195', 'epoch': '0.4857'}
{'loss': '1.023', 'grad_norm': '0.3571', 'learning_rate': '8.32e-05', 'entropy': '1.027', 'num_tokens': '2.382e+06', 'mean_token_accuracy': '0.7381', 'epoch': '0.4891'}
{'loss': '1.03', 'grad_norm': '0.3638', 'learning_rate': '8.263e-05', 'entropy': '1.03', 'num_tokens': '2.397e+06', 'mean_token_accuracy': '0.7332', 'epoch': '0.4926'}
{'loss': '1.001', 'grad_norm': '0.3397', 'learning_rate': '8.204e-05', 'entropy': '1.011', 'num_tokens': '2.414e+06', 'mean_token_accuracy': '0.7343', 'epoch': '0.496'}
{'loss': '1.063', 'grad_norm': '0.3396', 'learning_rate': '8.145e-05', 'entropy': '1.062', 'num_tokens': '2.43e+06', 'mean_token_accuracy': '0.7262', 'epoch': '0.4994'}
{'loss': '1.088', 'grad_norm': '0.3578', 'learning_rate': '8.085e-05', 'entropy': '1.094', 'num_tokens': '2.447e+06', 'mean_token_accuracy': '0.7118', 'epoch': '0.5028'}
{'loss': '1.039', 'grad_norm': '0.3466', 'learning_rate': '8.024e-05', 'entropy': '1.039', 'num_tokens': '2.464e+06', 'mean_token_accuracy': '0.7314', 'epoch': '0.5062'}
{'loss': '1.026', 'grad_norm': '0.3506', 'learning_rate': '7.962e-05', 'entropy': '1.036', 'num_tokens': '2.48e+06', 'mean_token_accuracy': '0.7356', 'epoch': '0.5097'}
{'loss': '1.023', 'grad_norm': '0.3961', 'learning_rate': '7.9e-05', 'entropy': '1.024', 'num_tokens': '2.494e+06', 'mean_token_accuracy': '0.738', 'epoch': '0.5131'}
{'eval_loss': '1.031', 'eval_runtime': '158.6', 'eval_samples_per_second': '32.77', 'eval_steps_per_second': '8.196', 'eval_entropy': '1.043', 'eval_num_tokens': '2.494e+06', 'eval_mean_token_accuracy': '0.7292', 'epoch': '0.5131'}
{'loss': '1.052', 'grad_norm': '0.3322', 'learning_rate': '7.837e-05', 'entropy': '1.038', 'num_tokens': '2.512e+06', 'mean_token_accuracy': '0.7335', 'epoch': '0.5165'}
{'loss': '0.9774', 'grad_norm': '0.3373', 'learning_rate': '7.774e-05', 'entropy': '0.9942', 'num_tokens': '2.527e+06', 'mean_token_accuracy': '0.7441', 'epoch': '0.5199'}
{'loss': '1.047', 'grad_norm': '0.3773', 'learning_rate': '7.71e-05', 'entropy': '1.052', 'num_tokens': '2.544e+06', 'mean_token_accuracy': '0.726', 'epoch': '0.5233'}
{'loss': '1.014', 'grad_norm': '0.3348', 'learning_rate': '7.645e-05', 'entropy': '0.9964', 'num_tokens': '2.56e+06', 'mean_token_accuracy': '0.7369', 'epoch': '0.5268'}
{'loss': '1.089', 'grad_norm': '0.34', 'learning_rate': '7.579e-05', 'entropy': '1.078', 'num_tokens': '2.577e+06', 'mean_token_accuracy': '0.714', 'epoch': '0.5302'}
{'loss': '1.023', 'grad_norm': '0.3495', 'learning_rate': '7.513e-05', 'entropy': '1.031', 'num_tokens': '2.592e+06', 'mean_token_accuracy': '0.7324', 'epoch': '0.5336'}
{'loss': '1.081', 'grad_norm': '0.3624', 'learning_rate': '7.447e-05', 'entropy': '1.058', 'num_tokens': '2.608e+06', 'mean_token_accuracy': '0.727', 'epoch': '0.537'}
{'loss': '1.021', 'grad_norm': '0.3355', 'learning_rate': '7.379e-05', 'entropy': '1.002', 'num_tokens': '2.625e+06', 'mean_token_accuracy': '0.7361', 'epoch': '0.5404'}
{'loss': '1.017', 'grad_norm': '0.335', 'learning_rate': '7.312e-05', 'entropy': '1.031', 'num_tokens': '2.642e+06', 'mean_token_accuracy': '0.732', 'epoch': '0.5439'}
{'loss': '1.036', 'grad_norm': '0.3616', 'learning_rate': '7.243e-05', 'entropy': '1.024', 'num_tokens': '2.659e+06', 'mean_token_accuracy': '0.733', 'epoch': '0.5473'}
{'eval_loss': '1.03', 'eval_runtime': '158.9', 'eval_samples_per_second': '32.72', 'eval_steps_per_second': '8.182', 'eval_entropy': '1.021', 'eval_num_tokens': '2.659e+06', 'eval_mean_token_accuracy': '0.7289', 'epoch': '0.5473'}
{'loss': '1.057', 'grad_norm': '0.3813', 'learning_rate': '7.174e-05', 'entropy': '1.011', 'num_tokens': '2.675e+06', 'mean_token_accuracy': '0.7348', 'epoch': '0.5507'}
{'loss': '1.049', 'grad_norm': '0.3612', 'learning_rate': '7.105e-05', 'entropy': '1.026', 'num_tokens': '2.692e+06', 'mean_token_accuracy': '0.7265', 'epoch': '0.5541'}
{'loss': '1.077', 'grad_norm': '0.3383', 'learning_rate': '7.035e-05', 'entropy': '1.076', 'num_tokens': '2.709e+06', 'mean_token_accuracy': '0.7226', 'epoch': '0.5576'}
{'loss': '1.017', 'grad_norm': '0.3291', 'learning_rate': '6.965e-05', 'entropy': '1.041', 'num_tokens': '2.725e+06', 'mean_token_accuracy': '0.7346', 'epoch': '0.561'}
{'loss': '1.04', 'grad_norm': '0.3407', 'learning_rate': '6.894e-05', 'entropy': '1.012', 'num_tokens': '2.743e+06', 'mean_token_accuracy': '0.7307', 'epoch': '0.5644'}
{'loss': '1.025', 'grad_norm': '0.3594', 'learning_rate': '6.823e-05', 'entropy': '1.007', 'num_tokens': '2.758e+06', 'mean_token_accuracy': '0.7342', 'epoch': '0.5678'}
{'loss': '1.038', 'grad_norm': '0.3743', 'learning_rate': '6.751e-05', 'entropy': '1.027', 'num_tokens': '2.774e+06', 'mean_token_accuracy': '0.7354', 'epoch': '0.5712'}
{'loss': '1.034', 'grad_norm': '0.3538', 'learning_rate': '6.679e-05', 'entropy': '1.023', 'num_tokens': '2.791e+06', 'mean_token_accuracy': '0.7283', 'epoch': '0.5747'}
{'loss': '1.035', 'grad_norm': '0.343', 'learning_rate': '6.606e-05', 'entropy': '1.018', 'num_tokens': '2.807e+06', 'mean_token_accuracy': '0.7316', 'epoch': '0.5781'}
{'loss': '1.053', 'grad_norm': '0.3165', 'learning_rate': '6.533e-05', 'entropy': '1.028', 'num_tokens': '2.824e+06', 'mean_token_accuracy': '0.7311', 'epoch': '0.5815'}
{'eval_loss': '1.028', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.73', 'eval_steps_per_second': '8.187', 'eval_entropy': '1.033', 'eval_num_tokens': '2.824e+06', 'eval_mean_token_accuracy': '0.7292', 'epoch': '0.5815'}
{'loss': '1.061', 'grad_norm': '0.3538', 'learning_rate': '6.46e-05', 'entropy': '1.052', 'num_tokens': '2.84e+06', 'mean_token_accuracy': '0.7298', 'epoch': '0.5849'}
{'loss': '1.007', 'grad_norm': '0.3451', 'learning_rate': '6.387e-05', 'entropy': '1.009', 'num_tokens': '2.856e+06', 'mean_token_accuracy': '0.7368', 'epoch': '0.5883'}
{'loss': '1.061', 'grad_norm': '0.3449', 'learning_rate': '6.313e-05', 'entropy': '1.053', 'num_tokens': '2.874e+06', 'mean_token_accuracy': '0.728', 'epoch': '0.5918'}
{'loss': '1.068', 'grad_norm': '0.3592', 'learning_rate': '6.238e-05', 'entropy': '1.048', 'num_tokens': '2.891e+06', 'mean_token_accuracy': '0.7206', 'epoch': '0.5952'}
{'loss': '1.029', 'grad_norm': '0.327', 'learning_rate': '6.164e-05', 'entropy': '1.039', 'num_tokens': '2.907e+06', 'mean_token_accuracy': '0.7298', 'epoch': '0.5986'}
{'loss': '1.036', 'grad_norm': '0.3247', 'learning_rate': '6.089e-05', 'entropy': '1.029', 'num_tokens': '2.923e+06', 'mean_token_accuracy': '0.7327', 'epoch': '0.602'}
{'loss': '1.048', 'grad_norm': '0.3603', 'learning_rate': '6.014e-05', 'entropy': '1.022', 'num_tokens': '2.941e+06', 'mean_token_accuracy': '0.7337', 'epoch': '0.6054'}
{'loss': '1.035', 'grad_norm': '0.335', 'learning_rate': '5.939e-05', 'entropy': '1.032', 'num_tokens': '2.956e+06', 'mean_token_accuracy': '0.7287', 'epoch': '0.6089'}
{'loss': '1.024', 'grad_norm': '0.3405', 'learning_rate': '5.863e-05', 'entropy': '1.02', 'num_tokens': '2.973e+06', 'mean_token_accuracy': '0.7335', 'epoch': '0.6123'}
{'loss': '1.013', 'grad_norm': '0.3533', 'learning_rate': '5.787e-05', 'entropy': '0.9889', 'num_tokens': '2.989e+06', 'mean_token_accuracy': '0.7371', 'epoch': '0.6157'}
{'eval_loss': '1.026', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.73', 'eval_steps_per_second': '8.187', 'eval_entropy': '1.034', 'eval_num_tokens': '2.989e+06', 'eval_mean_token_accuracy': '0.7298', 'epoch': '0.6157'}
{'loss': '0.9752', 'grad_norm': '0.3368', 'learning_rate': '5.712e-05', 'entropy': '0.9773', 'num_tokens': '3.004e+06', 'mean_token_accuracy': '0.75', 'epoch': '0.6191'}
{'loss': '1.024', 'grad_norm': '0.3408', 'learning_rate': '5.636e-05', 'entropy': '1.029', 'num_tokens': '3.02e+06', 'mean_token_accuracy': '0.7302', 'epoch': '0.6225'}
{'loss': '0.9708', 'grad_norm': '0.3394', 'learning_rate': '5.559e-05', 'entropy': '0.9749', 'num_tokens': '3.036e+06', 'mean_token_accuracy': '0.75', 'epoch': '0.626'}
{'loss': '1.052', 'grad_norm': '0.3461', 'learning_rate': '5.483e-05', 'entropy': '1.035', 'num_tokens': '3.052e+06', 'mean_token_accuracy': '0.7296', 'epoch': '0.6294'}
{'loss': '1.011', 'grad_norm': '0.2985', 'learning_rate': '5.406e-05', 'entropy': '0.9975', 'num_tokens': '3.069e+06', 'mean_token_accuracy': '0.738', 'epoch': '0.6328'}
{'loss': '1.028', 'grad_norm': '0.3823', 'learning_rate': '5.33e-05', 'entropy': '1.036', 'num_tokens': '3.085e+06', 'mean_token_accuracy': '0.735', 'epoch': '0.6362'}
{'loss': '1.084', 'grad_norm': '0.2962', 'learning_rate': '5.253e-05', 'entropy': '1.096', 'num_tokens': '3.102e+06', 'mean_token_accuracy': '0.7189', 'epoch': '0.6396'}
{'loss': '1.044', 'grad_norm': '0.3224', 'learning_rate': '5.177e-05', 'entropy': '1.036', 'num_tokens': '3.119e+06', 'mean_token_accuracy': '0.7314', 'epoch': '0.6431'}
{'loss': '1.031', 'grad_norm': '0.3842', 'learning_rate': '5.1e-05', 'entropy': '1.022', 'num_tokens': '3.136e+06', 'mean_token_accuracy': '0.7286', 'epoch': '0.6465'}
{'loss': '1.048', 'grad_norm': '0.3868', 'learning_rate': '5.023e-05', 'entropy': '1.029', 'num_tokens': '3.152e+06', 'mean_token_accuracy': '0.7289', 'epoch': '0.6499'}
{'eval_loss': '1.024', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.73', 'eval_steps_per_second': '8.185', 'eval_entropy': '1.048', 'eval_num_tokens': '3.152e+06', 'eval_mean_token_accuracy': '0.7298', 'epoch': '0.6499'}
{'loss': '1.071', 'grad_norm': '0.3517', 'learning_rate': '4.946e-05', 'entropy': '1.058', 'num_tokens': '3.168e+06', 'mean_token_accuracy': '0.7302', 'epoch': '0.6533'}
{'loss': '1.033', 'grad_norm': '0.3158', 'learning_rate': '4.869e-05', 'entropy': '1.033', 'num_tokens': '3.185e+06', 'mean_token_accuracy': '0.7279', 'epoch': '0.6567'}
{'loss': '1.013', 'grad_norm': '0.3399', 'learning_rate': '4.793e-05', 'entropy': '1.031', 'num_tokens': '3.202e+06', 'mean_token_accuracy': '0.7322', 'epoch': '0.6602'}
{'loss': '1.07', 'grad_norm': '0.3284', 'learning_rate': '4.716e-05', 'entropy': '1.056', 'num_tokens': '3.219e+06', 'mean_token_accuracy': '0.7216', 'epoch': '0.6636'}
{'loss': '1.002', 'grad_norm': '0.3364', 'learning_rate': '4.639e-05', 'entropy': '1.002', 'num_tokens': '3.235e+06', 'mean_token_accuracy': '0.7401', 'epoch': '0.667'}
{'loss': '1.034', 'grad_norm': '0.3693', 'learning_rate': '4.563e-05', 'entropy': '1.003', 'num_tokens': '3.249e+06', 'mean_token_accuracy': '0.7392', 'epoch': '0.6704'}
{'loss': '1.043', 'grad_norm': '0.3575', 'learning_rate': '4.487e-05', 'entropy': '1.05', 'num_tokens': '3.266e+06', 'mean_token_accuracy': '0.7253', 'epoch': '0.6738'}
{'loss': '1.027', 'grad_norm': '0.3691', 'learning_rate': '4.41e-05', 'entropy': '1.022', 'num_tokens': '3.282e+06', 'mean_token_accuracy': '0.7322', 'epoch': '0.6773'}
{'loss': '1.015', 'grad_norm': '0.3183', 'learning_rate': '4.334e-05', 'entropy': '1.03', 'num_tokens': '3.3e+06', 'mean_token_accuracy': '0.7327', 'epoch': '0.6807'}
{'loss': '1.047', 'grad_norm': '0.3613', 'learning_rate': '4.258e-05', 'entropy': '1.05', 'num_tokens': '3.317e+06', 'mean_token_accuracy': '0.7282', 'epoch': '0.6841'}
{'eval_loss': '1.023', 'eval_runtime': '158.7', 'eval_samples_per_second': '32.74', 'eval_steps_per_second': '8.189', 'eval_entropy': '1.035', 'eval_num_tokens': '3.317e+06', 'eval_mean_token_accuracy': '0.7302', 'epoch': '0.6841'}
{'loss': '1.077', 'grad_norm': '0.3201', 'learning_rate': '4.182e-05', 'entropy': '1.065', 'num_tokens': '3.334e+06', 'mean_token_accuracy': '0.7238', 'epoch': '0.6875'}
{'loss': '1.05', 'grad_norm': '0.3127', 'learning_rate': '4.107e-05', 'entropy': '1.046', 'num_tokens': '3.352e+06', 'mean_token_accuracy': '0.7225', 'epoch': '0.691'}
{'loss': '1.056', 'grad_norm': '0.3675', 'learning_rate': '4.031e-05', 'entropy': '1.046', 'num_tokens': '3.369e+06', 'mean_token_accuracy': '0.7267', 'epoch': '0.6944'}
{'loss': '1.043', 'grad_norm': '0.3323', 'learning_rate': '3.956e-05', 'entropy': '1.029', 'num_tokens': '3.386e+06', 'mean_token_accuracy': '0.7293', 'epoch': '0.6978'}
{'loss': '0.9981', 'grad_norm': '0.4778', 'learning_rate': '3.881e-05', 'entropy': '0.9845', 'num_tokens': '3.402e+06', 'mean_token_accuracy': '0.7415', 'epoch': '0.7012'}
{'loss': '1.033', 'grad_norm': '0.4149', 'learning_rate': '3.806e-05', 'entropy': '1.033', 'num_tokens': '3.418e+06', 'mean_token_accuracy': '0.7302', 'epoch': '0.7046'}
{'loss': '1.099', 'grad_norm': '0.3321', 'learning_rate': '3.732e-05', 'entropy': '1.084', 'num_tokens': '3.435e+06', 'mean_token_accuracy': '0.7134', 'epoch': '0.7081'}
{'loss': '1.055', 'grad_norm': '0.3194', 'learning_rate': '3.658e-05', 'entropy': '1.057', 'num_tokens': '3.451e+06', 'mean_token_accuracy': '0.7273', 'epoch': '0.7115'}
{'loss': '1.065', 'grad_norm': '0.3455', 'learning_rate': '3.584e-05', 'entropy': '1.051', 'num_tokens': '3.468e+06', 'mean_token_accuracy': '0.727', 'epoch': '0.7149'}
{'loss': '1.011', 'grad_norm': '0.3573', 'learning_rate': '3.511e-05', 'entropy': '1.003', 'num_tokens': '3.485e+06', 'mean_token_accuracy': '0.7374', 'epoch': '0.7183'}
{'eval_loss': '1.022', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.73', 'eval_steps_per_second': '8.185', 'eval_entropy': '1.038', 'eval_num_tokens': '3.485e+06', 'eval_mean_token_accuracy': '0.7303', 'epoch': '0.7183'}
{'loss': '1.042', 'grad_norm': '0.3398', 'learning_rate': '3.437e-05', 'entropy': '1.043', 'num_tokens': '3.503e+06', 'mean_token_accuracy': '0.7232', 'epoch': '0.7217'}
{'loss': '1.022', 'grad_norm': '0.3333', 'learning_rate': '3.365e-05', 'entropy': '1.025', 'num_tokens': '3.518e+06', 'mean_token_accuracy': '0.7336', 'epoch': '0.7252'}
{'loss': '1.043', 'grad_norm': '0.3379', 'learning_rate': '3.292e-05', 'entropy': '1.037', 'num_tokens': '3.534e+06', 'mean_token_accuracy': '0.7353', 'epoch': '0.7286'}
{'loss': '1.046', 'grad_norm': '0.3494', 'learning_rate': '3.22e-05', 'entropy': '1.012', 'num_tokens': '3.551e+06', 'mean_token_accuracy': '0.73', 'epoch': '0.732'}
{'loss': '1.064', 'grad_norm': '0.3552', 'learning_rate': '3.149e-05', 'entropy': '1.031', 'num_tokens': '3.567e+06', 'mean_token_accuracy': '0.7274', 'epoch': '0.7354'}
{'loss': '1.037', 'grad_norm': '0.3262', 'learning_rate': '3.078e-05', 'entropy': '1.032', 'num_tokens': '3.584e+06', 'mean_token_accuracy': '0.7281', 'epoch': '0.7388'}
{'loss': '0.9555', 'grad_norm': '0.3359', 'learning_rate': '3.007e-05', 'entropy': '0.9574', 'num_tokens': '3.599e+06', 'mean_token_accuracy': '0.7517', 'epoch': '0.7423'}
{'loss': '1.034', 'grad_norm': '0.3245', 'learning_rate': '2.937e-05', 'entropy': '1.029', 'num_tokens': '3.615e+06', 'mean_token_accuracy': '0.7323', 'epoch': '0.7457'}
{'loss': '1.063', 'grad_norm': '0.3512', 'learning_rate': '2.867e-05', 'entropy': '1.031', 'num_tokens': '3.631e+06', 'mean_token_accuracy': '0.7351', 'epoch': '0.7491'}
{'loss': '1.11', 'grad_norm': '0.3529', 'learning_rate': '2.798e-05', 'entropy': '1.112', 'num_tokens': '3.649e+06', 'mean_token_accuracy': '0.7214', 'epoch': '0.7525'}
{'eval_loss': '1.021', 'eval_runtime': '159', 'eval_samples_per_second': '32.7', 'eval_steps_per_second': '8.178', 'eval_entropy': '1.045', 'eval_num_tokens': '3.649e+06', 'eval_mean_token_accuracy': '0.7308', 'epoch': '0.7525'}
{'loss': '1.037', 'grad_norm': '0.3507', 'learning_rate': '2.729e-05', 'entropy': '1.031', 'num_tokens': '3.666e+06', 'mean_token_accuracy': '0.7344', 'epoch': '0.7559'}
{'loss': '1.018', 'grad_norm': '0.3322', 'learning_rate': '2.661e-05', 'entropy': '1.016', 'num_tokens': '3.682e+06', 'mean_token_accuracy': '0.734', 'epoch': '0.7594'}
{'loss': '1.029', 'grad_norm': '0.3499', 'learning_rate': '2.594e-05', 'entropy': '1.014', 'num_tokens': '3.699e+06', 'mean_token_accuracy': '0.7351', 'epoch': '0.7628'}
{'loss': '1.126', 'grad_norm': '0.3605', 'learning_rate': '2.527e-05', 'entropy': '1.105', 'num_tokens': '3.717e+06', 'mean_token_accuracy': '0.7098', 'epoch': '0.7662'}
{'loss': '1.058', 'grad_norm': '0.3516', 'learning_rate': '2.46e-05', 'entropy': '1.045', 'num_tokens': '3.734e+06', 'mean_token_accuracy': '0.7279', 'epoch': '0.7696'}
{'loss': '1.017', 'grad_norm': '0.3437', 'learning_rate': '2.394e-05', 'entropy': '1.034', 'num_tokens': '3.75e+06', 'mean_token_accuracy': '0.7337', 'epoch': '0.773'}
{'loss': '1.044', 'grad_norm': '0.3474', 'learning_rate': '2.329e-05', 'entropy': '1.069', 'num_tokens': '3.768e+06', 'mean_token_accuracy': '0.7219', 'epoch': '0.7765'}
{'loss': '1.048', 'grad_norm': '0.3308', 'learning_rate': '2.265e-05', 'entropy': '1.031', 'num_tokens': '3.784e+06', 'mean_token_accuracy': '0.7316', 'epoch': '0.7799'}
{'loss': '1.044', 'grad_norm': '0.3427', 'learning_rate': '2.201e-05', 'entropy': '1.044', 'num_tokens': '3.802e+06', 'mean_token_accuracy': '0.721', 'epoch': '0.7833'}
{'loss': '1.004', 'grad_norm': '0.3245', 'learning_rate': '2.137e-05', 'entropy': '0.979', 'num_tokens': '3.817e+06', 'mean_token_accuracy': '0.7377', 'epoch': '0.7867'}
{'eval_loss': '1.02', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.74', 'eval_steps_per_second': '8.188', 'eval_entropy': '1.028', 'eval_num_tokens': '3.817e+06', 'eval_mean_token_accuracy': '0.7312', 'epoch': '0.7867'}
{'loss': '1.098', 'grad_norm': '0.3501', 'learning_rate': '2.075e-05', 'entropy': '1.08', 'num_tokens': '3.834e+06', 'mean_token_accuracy': '0.72', 'epoch': '0.7901'}
{'loss': '1.017', 'grad_norm': '0.3751', 'learning_rate': '2.013e-05', 'entropy': '1.016', 'num_tokens': '3.851e+06', 'mean_token_accuracy': '0.7335', 'epoch': '0.7936'}
{'loss': '0.9827', 'grad_norm': '0.3492', 'learning_rate': '1.952e-05', 'entropy': '1.003', 'num_tokens': '3.866e+06', 'mean_token_accuracy': '0.7412', 'epoch': '0.797'}
{'loss': '1.051', 'grad_norm': '0.3665', 'learning_rate': '1.891e-05', 'entropy': '1.027', 'num_tokens': '3.882e+06', 'mean_token_accuracy': '0.733', 'epoch': '0.8004'}
{'loss': '1.026', 'grad_norm': '0.3429', 'learning_rate': '1.831e-05', 'entropy': '1.006', 'num_tokens': '3.899e+06', 'mean_token_accuracy': '0.7328', 'epoch': '0.8038'}
{'loss': '1.01', 'grad_norm': '0.3668', 'learning_rate': '1.772e-05', 'entropy': '1.015', 'num_tokens': '3.916e+06', 'mean_token_accuracy': '0.7301', 'epoch': '0.8073'}
{'loss': '1.093', 'grad_norm': '0.3256', 'learning_rate': '1.714e-05', 'entropy': '1.068', 'num_tokens': '3.933e+06', 'mean_token_accuracy': '0.7251', 'epoch': '0.8107'}
{'loss': '1.073', 'grad_norm': '0.3301', 'learning_rate': '1.657e-05', 'entropy': '1.08', 'num_tokens': '3.95e+06', 'mean_token_accuracy': '0.7221', 'epoch': '0.8141'}
{'loss': '1.033', 'grad_norm': '0.3214', 'learning_rate': '1.6e-05', 'entropy': '1.027', 'num_tokens': '3.967e+06', 'mean_token_accuracy': '0.7265', 'epoch': '0.8175'}
{'loss': '1.081', 'grad_norm': '0.3227', 'learning_rate': '1.544e-05', 'entropy': '1.063', 'num_tokens': '3.983e+06', 'mean_token_accuracy': '0.7217', 'epoch': '0.8209'}
